,Cohort,Tank,Date,Total Tenure,Tank Tenure,Total Feed Offered (g),REQUIRED Feed(g)/Day,Feed Size 1,% CP,% of Total,Total Feed (g) size 1,Feed Size 2,% CP2,% of Total2,Total Feed (g) size 2,Feed Size 3,% CP3,% of Total3,Total Feed (g) size 3,Alkalinity Remaining g/L,Sodium bicarbo te (g),Turbostart (mL),PROJECTED GROWTH Feed Curve,Required g protien per shrimp,FCR Expected ,Manual Correction Factor,Daily Feed Required at 35% CP Feed(g),400-600um,600-1000um,1.0-1.3mm,1.3-1.8mm,1.8-2.4mm,Grams of Increased Feed,Daily Feed Required at Offered 35%CP (g),Total Tenure Feed Offered (g),HISTORIC expected size (Wt g/ Shrimp),% Difference from Growth Curve,EXPECTED SIZE (Wt g/ Shrimp),Wt.(g) increment2,AVERAGE SIZE Weight in Grams / Shrimp,% Difference from Growth Curve2,ADFI,ADG,FEED:GAIN,Calculated Count - Includes Daily Mortality Rate and Staff Removal Counts,Jumpers,Sump Dump,Total Daily MIA Assumed Loss - Actual Counted,Daily Mortality Assumption,Samples,Harvest,Termi tion,"Actual Count - Estimates Including Sump Dump, Jumpers and Other Loses",Harvest Weight in Pounds,Projected Growth (g),Shrimp Count/L,Shrimp Count/m2,Shrimp Count/m3,Biomass Kg/m2,Maximum Biomass Kg/m2 by Weight,Biomass (Kg)/m3,Shrimp Harvest Size Code,MBBR(LPM),MBBR(GPM),Standard(LPM),Standard(GPM),EN(LPM),EN(GPM),Tank Level (cm),Initial Salinity (ppt),Fi l Salinity (28-32 PPT),Pump Pressure (PSI),BioFilter Flow Rate (LPM),pH (7.5-8.4),D.O. (goal 4.5),Temperature (28-30°C),TSS,Turbidity,Mat? Y/N,Imhoff (15mL/L),TAN NH4,Un-ionized NH3-N (0.4mg/L),NO2-N (4.5mg/L),ALK CaCO3 (75-200mg/L),NO3-N (250mg/L),28ppt Sea Water Added (cm),Marine Mix (Pounds),0 ppt RO Water Added (cm),Amonium Chloride (NH4Cl)g,Sodium Nitrite ( NO2)g,FOS (C6H12O6)g,Sodium Carbo te ( CO3)g,Sodium Bicarbo te ( HCO3)g,Biowish,Turbo start,Water Exchange Percent,Monster,NOTES,Turbostart 10X(mL),FCR Expected,% Difference from Growth Curve1,EXPECTED SIZE (Wt g/ Shrimp),Back Flush Frequency,Filter 2 - Pump Pressure (PSI),BioFilter 2 Flow Rate (LPM),TAN NH4_2,TAN NH4_3,NO2-N (4.5mg/L)_2,NO2-N (4.5mg/L)_3,ALK CaCO3 (75-200mg/L)_2,ALK CaCO3 (75-200mg/L)_3,NO3-N (250mg/L)_2,NO3-N (250mg/L)_3,Wt.(g) increment1,ADJUSTED EXPECTED SIZE (Wt g/ Shrimp),BioFilter Flow Rate (LPM)_2,Molts-Harvest End (g),Molts-Feed End (g),Bead Filter 1 Assigned Flow Rate (LPM),Bead Filter 2 Assigned Flow Rate (LPM),Recommended Back Flush Frequency,Recommended Sump Dump Frequency,PROJECTED GROWTH/FEED CURVE,Wt.(g) increment for Feed,ADFI Over Entire Tenure,ADG Over Entire Tenure,BioFilter Flow Rate (LPM)_3,Bead Filter 3 Assigned Flow Rate (LPM),Recommended Back Flush Frequency - All Filters,Calculated Daily Water Exch ge,NOTES
2345,Cohort8,RTB6,1/22/2020,43,17,"8,415","7,541",Feed 4,45%,100%,"7,541",,,0%,           -  ,,,,,-127,34.9,                -  ,6.7445,0.4266,1.1,1,7541,0,0,0,7541,0,364,7541,"137,682",,,5.6739,0.4266,,0%,0.126,0,########,"25,368",16,7,241,264,5,,,"25,099",,5.674,0.5,150,493,0.853,1.93,2.8,119,,,,,,,40,28.2,28.2,7.2-6.8,252-228,7.28,4.9,28.6,,,bubbles,,0.62,,0.63,,,,,,,,,734,38.9,20.4,,,,,,,,,,,,,,,,,,,,,,,2,2,225,225,8,180,,,,,,,,4.30%,All tanks to 20.4 g INVE. 1000 ml  OH
2346,Cohort8,RTB6,1/23/2020,44,18,"8,558","7,620",Feed 4,45%,100%,"7,620",,,0%,           -  ,,,,,-130,35.3,                -  ,7.1711,0.4266,1.1,1,7620,0,0,0,7620,0,143,7620,"146,240",,,5.8685,0.4266,5.86848,82%,0.132,0.133,0.994,"25,099",20,18,223,261,,,,"24,838",,6.101,0.5,149,488,0.907,1.97,2.98,111,,,,,,,40,28.3,28.3,7.4-6.6,251-226,7.36,5.1,28.5,,,n,,0.58,,0.79,205,,,,,,,,543,39.6,20.4,,,,,,,,,,,,,,,,,,,,,,,0,0,225,225,8,180,,,,,,,,4.30%,
2347,Cohort8,RTB6,1/24/2020,45,19,"8,903","7,876",Feed 4,45%,100%,"7,876",,,0%,           -  ,,,,,-141,36.5,                -  ,7.5977,0.4266,1.1,1,7876,0,0,0,7876,0,345,7876,"155,143",,,6.2951,0.4266,,0%,0.139,0,########,"24,838",26,14,218,258,,,,"24,580",,6.295,0.5,147,483,0.927,2.05,3.04,108,,,,,,,40,28.4,28.4,7.4-6.6,251-225,7.36,5.1,28.6,,,n,,0.45,,0.78,,,,,,,,,543,41.2,20.4,,,,,,,,,,,,,,,,,,,,,,,0,0,225,225,8,180,,,,,,,,4.30%,
2348,Cohort8,RTB6,1/25/2020,46,20,"9,236","8,117",Feed 4,45%,100%,"8,117",,,0%,           -  ,,,,,-152,37.6,                -  ,8.0243,0.4266,1.1,1,8117,0,0,0,8117,0,333,8117,"164,379",,,6.7217,0.4266,,0%,0.145,0,########,"24,580",32,10,214,256,,,,"24,324",,6.722,0.5,146,478,0.979,2.14,3.21,101,,,,,,,40,28,28,7.4-6.8,252-228,7.33,5,28.7,,,n,,0.43,,0.82,,,,,,,,,610,42.7,20.4,,,,,,,,,,,,,,,,,,,,,,,0,0,250,225,8,180,,,,,,,,4.30%,
2349,Cohort8,RTB6,1/26/2020,47,21,"9,556","8,345",Feed 4,45%,100%,"8,345",,,0%,           -  ,,,,,-161,38.6,                -  ,8.4509,0.4266,1.1,1,8345,0,0,0,8345,0,320,8345,"173,935",,,7.1483,0.4266,,0%,0.152,0,########,"24,324",33,21,199,253,,,,"24,071",,7.148,0.5,144,473,1.03,2.3,3.38,95,,,,,,,40,28.2,28.2,7.2-6.8,254-228,7.33,5,28.5,,,n,,0.41,,0.81,,,,,,,,,610,44.2,20.4,,,,,,,,,,,,,,,,,,,,,,,5,0,250,225,8,180,,,,,,,,4.30%,
2350,Cohort8,RTB6,1/27/2020,48,22,"9,866","8,418",Feed 4,45%,100%,"8,418",,,0%,           -  ,,,,,-165,39,                -  ,8.8775,0.4266,1.1,1,8418,0,0,0,8418,0,310,8418,"183,801",,,7.372,0.4266,7.372,83%,0.159,0.153,1.036,"24,071",51,20,179,250,,,,"23,821",,7.575,0.5,143,468,1.081,2.28,3.55,89,,,,,,,40,28.2,28.2,7.4-6.8,250-228,7.28,4.9,28.5,,,n,,0.38,,0.83,198,164,,,,,,,734,44.9,20.4,,,,,,,,,,,,,,,,,,,,,,,0,0,250,225,8,180,,,,,,,,4.30%,1000 ml  OH
2351,Cohort8,RTB6,1/28/2020,49,23,"10,006","8,626",Feed 4,45%,100%,"8,626",,,0%,           -  ,,,,,-174,38,                -  ,9.3041,0.4266,1.1,1,8626,0,0,0,8626,0,140,8626,"193,807",,,7.7986,0.4266,,0%,0.166,0,########,"23,821",25,13,210,248,,,,"23,573",,7.799,0.5,141,463,1.101,2.38,3.61,87,,,,,,,40,27.9,27.9,7.4-6.8,257-229,7.34,4.9,28.6,,,n,,0.37,,0.97,,,,,,,,,587,44.1,20.4,,,,,,,,,,,,,,,,,,,,,,,5,0,250,225,8,180,,,,,,,,4.30%,
2352,Cohort8,RTB6,1/29/2020,50,24,"10,298","8,821",Feed 4,45%,100%,"8,821",,,0%,           -  ,,,,,-182,36.9,                -  ,9.7307,0.4266,1.1,1,8821,0,0,0,8821,0,292,8821,"204,105",,,8.2252,0.4266,,0%,0.173,0,########,"23,573",63,18,164,245,5,,,"23,323",,8.225,0.5,140,458,1.149,2.49,3.77,82,,,,,,,40,27.9,27.9,7.3-7.2,253-253,7.24,4.8,28.6,,,foam,,0.39,,1.13,,,,,,,,,845,43.1,20.4,,,,,,,,,,,,,,,,,,,,,,,13,10,250,225,8,180,,,,,,,,4.30%,1000 ml  OH
2353,Cohort8,RTB6,1/30/2020,51,25,"10,584","9,007",Feed 4,45%,100%,"9,007",,,0%,           -  ,,,,,-190,35.7,                -  ,10.1573,0.4266,1.1,1,9007,0,0,0,9007,0,286,9007,"214,689",,,8.6518,0.4266,,0%,0.18,0,########,"23,323",50,21,172,243,,,,"23,080",,8.652,0.5,138,453,1.196,2.6,3.92,78,,,,,,,40,27.6,27.6,,256-259,7.16,4.5,28.6,,,n,,0.34,,1.33,219,,,,,,,,1100,42,20.4,,,,,,,,,,,,,,,,,,,,,,,21,0,250,225,8,180,,,,,,,,4.30%,1200 ml  OH
2354,Cohort8,RTB6,1/31/2020,52,26,"10,861","8,864",Feed 4,45%,100%,"8,864",,,0%,           -  ,,,,,-184,33.2,                -  ,10.5839,0.4266,1.1,1,8864,0,0,0,8864,0,277,8864,"225,550",,,8.5754,0.4266,8.57537,81%,0.188,0.165,1.14,"23,080",54,54,132,240,,,,"22,840",                    -  ,9.078,0.5,137,449,1.242,2.58,4.07,75,,,,,,,40,27.8,27.8,7.5-3.9,253-255,7.19,4.5,28.7,,,n,,0.49,,1.68,,,,,,,,,999,39.3,20.4,,,,,,,,,,,,,,,,,,,,,,,46,29,250,225,8,180,,,,,,,,4.30%,level sensor failed and pumps shut off. 1200 ml  OH
2355,Cohort8,RTB6,2/1/2020,53,27,"10,761","9,040",Feed 4,45%,100%,"9,040",,,0%,           -  ,,,,,-191,31.9,                -  ,11.0105,0.4266,1.1,1,9040,0,0,0,9040,0,-100,9040,"236,311",,,9.002,0.4266,,0%,0.195,0,########,"22,840",70,147,21,238,,,,"22,602",                    -  ,9.002,0.5,135,444,1.219,2.6,4,75,,,,,,,40,27.8,27.8,,253-249,7.33,4.5,28.5,,,n,,0.19,,2,,,,,,,,,610,34.8,20.4,,,,,,,,,,,,,,,,,,,,,,,209,17,250,225,8,180,,,,,,,,4.30%,
2356,Cohort8,RTB6,2/2/2020,54,28,"11,030","9,207",Feed 4,45%,100%,"9,207",,,0%,           -  ,,,,,-199,30.4,                -  ,11.4371,0.4266,1.1,1,9207,0,0,0,9207,0,269,9207,"247,341",,,9.4286,0.4266,,0%,0.203,0,########,"22,602",82,146,7,235,,,,"22,367",                    -  ,9.429,0.5,134,439,1.263,2.6,4.14,72,,,,,,,40,28,28,,254-248,7.3,4.5,28.5,,,n,,0.17,,2.19,,,,,,,,,682,34.8,20.4,,,,,,,,,,,,,,,,,,,,,,,171,18,250,225,8,180,,,,,,,,4.30%,
2357,Cohort8,RTB6,2/3/2020,55,29,"11,291","9,364",Feed 4,45%,100%,"9,364",,,0%,           -  ,,,,,-206,28.9,                -  ,11.8637,0.4266,1.1,1,9364,0,0,0,9364,0,261,9364,"258,632",,,9.8552,0.4266,,0%,0.21,0,########,"22,367",99,75,59,233,,,,"22,134",                    -  ,9.855,0.5,133,435,1.306,2.6,4.29,69,,,,,,,40,28,28,,253-252,7.29,4.6,28.6,,,n,,0.15,,1.98,237,160,,,,,,,707,34.5,20.4,,,,,,,,,,,,,,,,,,,,,,,144,39,250,225,8,180,,,,,,,,4.30%,1000 ml  OH
2358,Cohort8,RTB6,2/4/2020,56,30,"11,418","9,746",Feed 4,45%,100%,"9,746",,,0%,           -  ,,,,,-222,30.1,                -  ,12.2903,0.4266,1.1,1,9746,0,0,0,9746,0,127,9746,"270,050",,,10.6892,0.4266,10.68918,87%,0.218,0.191,1.142,"22,134",116,93,21,230,,,,"21,904",                    -  ,10.282,0.5,131,430,1.349,2.6,4.43,66,,,,,,,40,28.8,28.8,,253-254,7.3,4.6,28.5,,,n,,0.1,,1.87,,,,,,,,,682,36.1,20.4,,,,,,,,,,,,,,,,,,,,,,,90,30,250,225,8,180,,,,,,,,4.30%,
2359,Cohort8,RTB6,2/5/2020,57,31,"11,888","9,879",Feed 4,45%,100%,"9,879",,,0%,           -  ,,,,,-228,30.5,                -  ,12.7169,0.4266,1.1,1,9879,0,0,0,9879,0,470,9879,"281,938",,,11.1158,0.4266,,0%,0.226,0,########,"21,904",66,92,70,228,5,,,"21,671",                    -  ,11.116,0.5,130,426,1.443,2.6,4.73,61,,,,,,,40,28.4,28.4,7.8-7.6,254-254,7.25,4.6,28.6,,,n,,0.11,,1.85,,,,,,,,,816,36.7,20.4,,,,,,,,,,,,,,,,,,,,,,,119,37,250,225,8,180,,,,,,,,4.30%,1000 ml  OH
2360,Cohort8,RTB6,2/6/2020,58,32,"12,096","10,007",Feed 4,45%,100%,"10,007",,,0%,           -  ,,,,,-233,30.9,                -  ,13.1435,0.4266,1.1,1,10007,0,0,0,10007,0,208,10007,"294,034",,,11.5424,0.4266,,0%,0.234,0,########,"21,671",51,80,94,225,,,,"21,446",                    -  ,11.542,0.5,128,421,1.482,2.6,4.86,59,,,,,,,40,27.8,27.8,7.8-7.4,253-251,7.37,4.5,28.6,,,foam,,0.06,,1.81,280,,,,,,,,522,37.3,10.2,,,,,,,,,,,,,,,,,,,,,,,173,54,250,250,6,75,,,,,,,,8.27%,
2361,Cohort8,RTB6,2/7/2020,59,33,"12,309","10,009",Feed 4,45%,100%,"10,009",,,0%,           -  ,,,,,-233,30.9,                -  ,13.5701,0.4266,1.1,1,10009,0,0,0,10009,0,213,10009,"306,343",,,11.7422,0.4266,11.74215,87%,0.242,0.199,1.217,"21,446",46,32,145,223,,,,"21,223",                    -  ,11.969,0.5,127,417,1.521,2.6,4.99,57,,,,,,,40,27.9,27.9,7.6-7.4,254-252,7.38,4.4,28.6,,,n,,0.06,,1.47,281,,,,,,,,502,37.5,10.2,,,,,,,,,,,,,,,,,,,,,,,164,29,250,250,6,75,,,,,,,,8.27%,
2362,Cohort8,RTB6,2/8/2020,60,34,"12,386","10,126",Feed 4,45%,100%,"10,126",,,0%,           -  ,,,,,-239,31.2,                -  ,13.9967,0.4266,1.1,1,10126,0,0,0,10126,0,77,10126,"318,729",,,12.1688,0.4266,,0%,0.25,0,########,"21,223",44,35,142,221,,,,"21,002",                    -  ,12.169,0.5,126,413,1.531,2.6,5.02,56,,,,,,,40,28,28,7.5-7.3,254-253,7.35,4.7,28.7,,,n,,0.04,,1.79,,,,,,,,,565,38.2,10.2,,,,,,,,,,,,,,,,,,,,,,,318,63,250,250,6,75,,,,,,,,8.27%,
2363,Cohort8,RTB6,2/9/2020,61,35,"12,603","10,237",Feed 4,45%,100%,"10,237",,,0%,           -  ,,,,,-243,31.6,                -  ,14.4233,0.4266,1.1,1,10237,0,0,0,10237,0,217,10237,"331,332",,,12.5954,0.4266,,0%,0.259,0,########,"21,002",49,66,104,219,,,,"20,783",                    -  ,12.595,0.5,124,408,1.568,2.6,5.14,54,,,,,,,40,,,7.6-7.4,252-253,7.38,4.6,28.7,,,foam,,,,,,,,,,,,,502,38.9,10.2,,,,,,,,,,,,,,,,,,,,,,,273,117,250,250,6,75,,,,,,,,8.27%,
2364,Cohort8,RTB6,2/10/2020,62,36,                        -  ,            -  ,Feed 4,45%,100%,           -  ,,,0%,           -  ,,,,,200,                -  ,                -  ,14.8499,0.4266,1.1,1,0,0,0,0,0,0,#######,0,"331,332",,,13.742,0.4266,13.74202,93%,0.257,0.222,1.161,"20,783",46,0,170,216,,20567,,0,623.1,13.742,0.1,0,0,0,2.6,0,49,,,,,,,40,28.3,28.3,, ,7.43,,,,,n,,0.08,,1.72,292,149,,,,,,,,,10.2,,,,,,,,,,,,,,,,,,,,,,,,,200,175,8,None,,,,,,,,1.92%,
2365,Cohort8,RTB7,1/6/2020,27,1,"5,620","3,172",Feed 3,50%,100%,"5,620",,,0%,           -  ,,,,,47,10.9,                -  ,1.5398,0.1677,1.5,1,3172,0,0,5620,0,0,5620,3172,"41,649",,,1.0536,0.143,1.0536,68%,0.011,0.039,0.276,"30,000",,,360,360,,,,"29,640",,1.218,0.6,178,582,0.216,1.42,0.71,,,,,,,,40,27.8,27.8,1.4-1.9,200-208,7.88,5.8,28.5,,,n,,0,,0,150,125,,,,,,,,2138,25.4,,,,,,,,,,,,,,,,,,,,,,,,,200,175,8,None,,,,,,,,1.92%,
2366,Cohort8,RTB7,1/7/2020,28,2,"6,259","3,096",Feed 3,50%,100%,"6,259",,,0%,           -  ,,,,,51,10.6,-2,1.7215,0.1816,1.4,1,3096,0,0,6259,0,0,639,3096,"47,908",,,1.2084,0.1549,,0%,0.058,0,-329.863,"29,640",,,356,356,,,,"29,284",,1.208,0.6,175,575,0.212,1.43,0.7,,,,,,,,40,27.9,27.9,2.4-1.8,226-226,7.35,4.8,28.6,,,n,,0.24,,0.44,,,,,,,,,565,21.5,25.4,,,,,,,,,,,,,,,,,,,,,,,,,200,175,8,None,,,,,,,,1.92%,
2367,Cohort8,RTB7,1/8/2020,29,3,"6,000","3,883",Feed 3,50%,100%,"6,000",,,0%,           -  ,,,,,13,13.3,-1,1.9182,0.1967,1.35,1,3883,0,0,6000,0,0,-259,3883,"53,908",,,1.3762,0.1677,,0%,0.063,0,-375.687,"29,284",,,352,352,5,,,"28,927",,1.376,0.6,173,568,0.238,1.44,0.78,,,,,,,,40,28.1,28.1,2.9-1.7,227-229,7.29,4.6,28.4,,,n,,0.91,,0.8,,,,,,,,,707,13.6,25.4,,,,,,,,,,,,,,,,,,,,,,,,,200,175,8,None,,,,,,,,1.92%,1000 ml  OH
2368,Cohort8,RTB7,1/9/2020,30,4,"4,381","4,946",Feed 3,50%,100%,"4,381",,,0%,           -  ,,,,,-38,17,                -  ,2.1312,0.213,1.3,1,4946,0,0,4381,0,0,#######,4946,"58,289",,,1.6332,0.1677,1.6332,77%,0.067,0.054,1.237,"28,927",,,347,347,,,,"28,580",,1.544,0.6,171,562,0.264,1.45,0.87,,,,,,,,40,28.2,28.2,2.4-2,228-200,7.25,4.6,28.7,,,n,,0.4,,0.18,167,,,,,,,,816,15.1,25.4,,,,,,,,,,,,,,,,,,,,,,,,,225,200,8,None,,,,,,,,1.92%,1000 ml  OH
2369,Cohort8,RTB7,1/10/2020,31,5,"7,895","7,581",Feed 3,50%,80%,"6,316",Feed 4,45%,20%,"1,579",,,,,-165,26,                -  ,2.3619,0.2307,1.25,1,7581,0,0,6316,1579,0,3514,7581,"66,184",,,1.8149,0.1816,,0%,0.075,0,-472.602,"28,580",,,343,343,,,,"28,237",,1.815,0.6,169,555,0.307,1.46,1.01,,,,,,,,40,28.5,28.5,2.6-1.8,228-226,7.57,5,28.6,,,n,,0.42,,0.24,,,,,,,,,,27.1,25.4,,,,,,,,,,,,,,,,,,,,,,,,,225,225,8,None,,,,,,,,1.92%,
2370,Cohort8,RTB7,1/11/2020,32,6,"8,731","8,316",Feed 3,50%,80%,"6,985",Feed 4,45%,20%,"1,746",,,,,-200,28.5,                -  ,2.6118,0.2498,1.225,1,8316,0,0,6985,1746,0,836,8316,"74,915",,,2.0116,0.1967,,0%,0.083,0,-541.45,"28,237",,,339,339,,,,"27,897",,2.012,0.6,167,548,0.336,1.48,1.1,,,,,,,,40,28.4,28.4,2-Mar,251-228,7.35,4.6,28.4,,,n,,0.47,,0.31,,,,,,,,,565,29.9,25.4,,,,,,,,,,,,,,,,,,,,,,,,,250,225,8,180,,,,,,,,4.30%,
2371,Cohort8,RTB7,1/12/2020,33,7,"9,248","9,078",Feed 3,50%,60%,"5,765",Feed 4,45%,40%,"3,483",,,,,-237,31.1,                -  ,2.8823,0.2706,1.225,1,9078,0,0,5765,3483,0,517,9078,"84,163",,,2.2246,0.213,,0%,0.091,0,-615.685,"27,897",,,335,335,,,,"27,562",,2.225,0.6,165,542,0.367,1.49,1.2,,,,,,,,40,28.4,28.4,2-Mar,254-229,7.4,4.6,28.6,,,n,,1.05,,0.56,,,,,,,,,,32.9,25.4,,,,,,,,,,,,,,,,,,,,,,,,,250,225,8,180,,,,,,,,4.30%,
2372,Cohort8,RTB7,1/13/2020,34,8,"10,078","9,446",Feed 3,50%,60%,"6,047",Feed 4,45%,40%,"4,031",,,,,-255,32.4,                -  ,3.1753,0.293,1.225,1,9446,0,0,6047,4031,0,830,9446,"94,241",,,2.4984,0.2307,2.4984,79%,0.101,0.073,1.371,"27,562",18,,313,331,,,,"27,231",,2.455,0.6,163,535,0.4,1.51,1.31,,,,,,,,40,28.5,28.5,3.2-2,251-252,7.25,4.4,28.6,,,foam,,1.32,,0.83,213,137,,,,,,,816,34.6,25.4,,,,,,,,,,,,,,,,,,,,,,,,,250,225,8,180,,,,,,,,4.30%,1000 ml  OH
2373,Cohort8,RTB7,1/14/2020,35,9,"11,363","10,564",Feed 3,50%,40%,"4,545",Feed 4,45%,60%,"6,818",,,,,-308,36.2,                -  ,3.4927,0.3173,1.225,1,10564,0,0,4545,6818,0,1285,10564,"105,604",,,2.7482,0.2498,,0%,0.111,0,########,"27,231",5,90,232,327,,,,"26,904",,2.748,0.6,161,529,0.443,1.54,1.45,,,,,,,,40,27.8,27.8,3.4-1.8,255-250,7.39,4.5,28.7,,,feed,,0.74,,0.56,,,,,,,,,483,39,25.4,,,,,,,,,,,,,,,,,,,,,,,,,250,250,6,75,,,,,,,,8.27%,
2374,Cohort8,RTB7,1/15/2020,36,10,"10,290","9,490",Feed 3,50%,40%,"4,116",Feed 4,45%,60%,"6,174",,,,,-257,48.8,                -  ,3.8363,0.3436,1.225,1,9490,0,0,4116,6174,0,#######,9490,"115,894",,,3.0188,0.2706,,0%,0.12,0,########,"26,904",3,111,209,323,5,,,"26,576",,3.019,0.5,159,522,0.48,1.56,1.58,224,,,,,,,40,27.6,27.6,3.2-1.8,256-252,7.31,4.5,28.6,,,n,,0.93,,0.66,,,,,,,,,657,52.9,25.4,,,,,,,,,,,,,,,,,,,,,,,,,250,225,8,180,,,,,,,,4.30%,
2375,Cohort8,RTB7,1/16/2020,37,11,"12,307","11,260",Feed 3,50%,20%,"2,461",Feed 4,45%,80%,"9,846",,,,,-342,57.9,                -  ,4.2085,0.3722,1.225,1,11260,0,0,2461,9846,0,2017,11260,"128,201",,,3.633,0.3173,3.63301,86%,0.13,0.098,1.33,"26,576",5,34,280,319,,,,"26,257",,3.336,0.6,157,516,0.525,1.63,1.72,203,,,,,,,40,27.3,27.3,3.2-1.4,252-254,7.35,4.5,28.4,,,n,,0.94,,0.85,206,,,,,,,,565,63.3,25.4,,,,,,,,,,,,,,,,,,,,,,,10,0,250,250,6,75,,,,,,,,8.27%,
2376,Cohort8,RTB7,1/17/2020,38,12,"12,731","11,555",Feed 3,50%,20%,"2,546",Feed 4,45%,80%,"10,185",,,,,-356,59.4,                -  ,4.6115,0.403,1.225,1,11555,0,0,2546,10185,0,424,11555,"140,932",,,3.9767,0.3436,,0%,0.141,0,########,"26,257",,27,288,315,,,,"25,942",,3.977,0.6,155,510,0.618,1.67,2.03,170,,,,,,,40,27.4,27.4,3.4-1.8,251-256,7.33,4.5,28.5,,,n,,0.64,,0.54,,,,,,,,,610,65.5,25.4,,,,,,,,,,,,,,,,,,,,,,,87,45,250,250,6,75,,,,,,,,8.27%,
2377,Cohort8,RTB7,1/18/2020,39,13,"13,449","12,109",Feed 4,45%,100%,"12,109",,,0%,           -  ,,,,,-324,56,                -  ,5.0381,0.4266,1.225,1,12109,0,0,0,12109,0,718,12109,"154,381",,,4.3488,0.3722,,0%,0.153,0,########,"25,942",,51,261,312,,,,"25,630",,4.349,0.6,153,504,0.668,1.72,2.19,156,,,,,,,40,27,27,4-Apr,258-257,7.29,4.6,28.5,,,n,,0.65,,0.61,,,,,,,,,707,62.2,25.4,,,,,,,,,,,,,,,,,,,,,,,0,0,250,250,6,75,,,,,,,,8.27%,1000 ml  OH
2378,Cohort8,RTB7,1/19/2020,40,14,"13,809","12,333",Feed 4,45%,100%,"12,333",,,0%,           -  ,,,,,-334,57.1,                -  ,5.4647,0.4266,1.225,1,12333,0,0,0,12333,0,360,12333,"168,190",,,4.7518,0.403,,0%,0.164,0,########,"25,630",,53,255,308,,,,"25,322",,4.752,0.5,152,498,0.721,1.78,2.36,142,,,,,,,40,27,27,1-Apr,256-251,7.32,4.5,28.5,,,n,,0.72,,0.66,,,,,,,,,633,63.9,25.4,,,,,,,,,,,,,,,,,,,,,,,86,0,250,250,6,75,,,,,,,,8.27%,
2379,Cohort8,RTB7,1/20/2020,41,15,"14,487","12,834",Feed 4,45%,100%,"12,834",,,0%,           -  ,,,,,-356,59.4,                -  ,5.8913,0.4266,1.225,1,12834,0,0,0,12834,0,678,12834,"182,677",,,5.2924,0.4266,5.29242,90%,0.176,0.129,1.364,"25,322",22,50,232,304,,,,"25,018",,5.178,0.5,150,492,0.776,1.87,2.55,131,,,,,,,40,27.2,27.2,3.3-1.6,252-254,7.37,4.5,28.5,,,foam,,0.73,,0.8,220,134,,,,,,,522,67.1,25.4,,,,,,,,,,,,,,,,,,,,,,,98,0,250,250,6,75,,,,,,,,8.27%,
2380,Cohort8,RTB7,1/21/2020,42,16,"15,151","13,418",Feed 4,45%,100%,"13,418",,,0%,           -  ,,,,,-381,62.1,                -  ,6.3179,0.4266,1.225,1,13418,0,0,0,13418,0,664,13418,"197,828",,,5.719,0.4266,,0%,0.188,0,########,"25,018",17,63,220,300,,,,"24,718",,5.719,0.5,148,486,0.847,1.94,2.78,118,,,,,,,40,26.9,26.9,2-Apr,257-250,7.21,4.5,28.6,,,y,,0.8,,1.01,,,,,,,,,935,70.7,25.4,,,,,,,,,,,,,,,,,,,,,,,0,0,250,250,6,75,,,,,,,,8.27%,1000 ml  OH
2381,Cohort8,RTB7,1/22/2020,43,17,"15,543","13,549",Feed 4,45%,100%,"13,549",,,0%,           -  ,,,,,-387,62.7,                -  ,6.7445,0.4266,1.225,1,13549,0,0,0,13549,0,392,13549,"213,371",,,6.1456,0.4266,,0%,0.201,0,########,"24,718",16,74,207,297,5,,,"24,416",,6.146,0.5,146,480,0.899,2.02,2.95,110,,,,,,,40,26.3,26.3,2-Apr,252-252,7.31,4.5,28.7,,,bubbles,,0.99,,1.69,,,,,,,,,657,71.9,20.4,,,,,,,,,,,,,,,,,,,,,,,0,0,250,250,6,75,,,,,,,,8.27%,all tanks 20.4 g INVE
2382,Cohort8,RTB7,1/23/2020,44,18,"13,544","11,711",Feed 4,45%,100%,"11,711",,,0%,           -  ,,,,,-307,54.2,                -  ,7.1711,0.4266,1.225,1,11711,0,0,0,11711,0,#######,11711,"226,915",,,6.679,0.4266,6.67904,93%,0.211,0.152,1.392,"24,416",20,77,196,293,,,,"24,123",,6.572,0.5,144,474,0.949,2.13,3.12,103,,,,,,,40,26.7,26.7,4.2-1.8,251-250,7.28,4.5,28.6,,,foam,,0.95,,2.36,229,,,,,,,,734,62.7,20.4,,,,,,,,,,,,,,,,,,,,,,,0,0,250,250,6,75,,,,,,,,8.27%,1000 ml  OH
2383,Cohort8,RTB7,1/24/2020,45,19,"13,777","11,817",Feed 4,45%,100%,"11,817",,,0%,           -  ,,,,,-312,54.7,                -  ,7.5977,0.4266,1.225,1,11817,0,0,0,11817,0,233,11817,"240,692",,,7.1056,0.4266,,0%,0.222,0,########,"24,123",26,38,226,290,,,,"23,833",,7.106,0.5,143,468,1.014,2.22,3.33,95,,,,,,,40,27,27,4.2-1.8,254-259,7.33,4.5,28.6,,,n,,0.98,,3.32,,,,,,,,,543,41.2,20.4,,,,,,,,,,,,,,,,,,,,,,,210,0,250,250,6,75,,,,,,,,8.27%,
