,Variable,date,Tank,Mean,Cohort
1259,Surface necrosis (score):,1/22/2020,RTB7,1,
1260,Weight (g),1/22/2020,RTB7,7.474,
1261,Antenna:Shrimp lengths (ratio):,1/29/2020,RTB7,0.985490754,
1262,Condition Factor:,1/29/2020,RTB7,0.988684865,
1263,Gut content (score):,1/29/2020,RTB7,0.6,
1264,Hepatosomatic index:,1/29/2020,RTB7,0.047709733,
1265,Surface necrosis (score):,1/29/2020,RTB7,1,
1266,Weight (g),1/29/2020,RTB7,6.33,
1267,Antenna:Shrimp lengths (ratio):,2/5/2020,RTB7,0.687716534,
1268,Condition Factor:,2/5/2020,RTB7,0.866855064,
1269,Gut content (score):,2/5/2020,RTB7,0.4,
1270,Hepatosomatic index:,2/5/2020,RTB7,0.047199022,
1271,Surface necrosis (score):,2/5/2020,RTB7,1,
1272,Weight (g),2/5/2020,RTB7,9.67,
1273,Antenna:Shrimp lengths (ratio):,2/19/2020,RTB7,1.098955263,
1274,Condition Factor:,2/19/2020,RTB7,0.827466047,
1275,Gut content (score):,2/19/2020,RTB7,0.6,
1276,Hepatosomatic index:,2/19/2020,RTB7,0.066616848,
1277,Surface necrosis (score):,2/19/2020,RTB7,0.2,
1278,Weight (g),2/19/2020,RTB7,1.708,
1279,Antenna:Shrimp lengths (ratio):,2/26/2020,RTB7,1.339660452,
1280,Condition Factor:,2/26/2020,RTB7,0.925465824,
1281,Gut content (score):,2/26/2020,RTB7,2.6,
1282,Hepatosomatic index:,2/26/2020,RTB7,0.066810486,
1283,Surface necrosis (score):,2/26/2020,RTB7,0.6,
1284,Weight (g),2/26/2020,RTB7,3.764,
1285,Antenna:Shrimp lengths (ratio):,3/4/2020,RTB7,1.095975513,
1286,Condition Factor:,3/4/2020,RTB7,0.926358577,
1287,Gut content (score):,3/4/2020,RTB7,1,
1288,Hepatosomatic index:,3/4/2020,RTB7,0.052087811,
1289,Surface necrosis (score):,3/4/2020,RTB7,0.4,
1290,Weight (g),3/4/2020,RTB7,6.614,
1291,Antenna:Shrimp lengths (ratio):,3/11/2020,RTB7,0.652710698,
1292,Condition Factor:,3/11/2020,RTB7,0.914768757,
1293,Gut content (score):,3/11/2020,RTB7,1.8,
1294,Hepatosomatic index:,3/11/2020,RTB7,0.044202587,
1295,Surface necrosis (score):,3/11/2020,RTB7,0.6,
1296,Weight (g),3/11/2020,RTB7,9.094,
1297,Antenna:Shrimp lengths (ratio):,3/16/2020,RTB7,0.560506176,
1298,Condition Factor:,3/16/2020,RTB7,1.096129782,
1299,Gut content (score):,3/16/2020,RTB7,1.666666667,
1300,Hepatosomatic index:,3/16/2020,RTB7,0.033926942,
1301,Surface necrosis (score):,3/16/2020,RTB7,0.333333333,
1302,Weight (g),3/16/2020,RTB7,8.99,
1303,Antenna:Shrimp lengths (ratio):,3/18/2020,RTB7,0.70870807,
1304,Condition Factor:,3/18/2020,RTB7,1.081520825,
1305,Gut content (score):,3/18/2020,RTB7,2.8,
1306,Hepatosomatic index:,3/18/2020,RTB7,0.032951957,
1307,Surface necrosis (score):,3/18/2020,RTB7,0.2,
1308,Weight (g),3/18/2020,RTB7,11.106,
1309,Antenna:Shrimp lengths (ratio):,3/24/2020,RTB7,0.485238567,
1310,Condition Factor:,3/24/2020,RTB7,0.82213652,
1311,Gut content (score):,3/24/2020,RTB7,1.4,
1312,Hepatosomatic index:,3/24/2020,RTB7,0.043676905,
1313,Surface necrosis (score):,3/24/2020,RTB7,0.8,
1314,Weight (g),3/24/2020,RTB7,12.178,
1315,Gut content (score):,1/24/2019,RTB8,1.2,
1316,Antenna:Shrimp lengths (ratio):,1/31/2019,RTB8,1.079023755,
1317,Condition Factor:,1/31/2019,RTB8,1.220274346,
1318,Gut content (score):,1/31/2019,RTB8,0,
1319,Hepatosomatic index:,1/31/2019,RTB8,0.08004185,
1320,Surface necrosis (score):,1/31/2019,RTB8,0,
1321,Antenna:Shrimp lengths (ratio):,2/8/2019,RTB8,0.598615669,
1322,Condition Factor:,2/8/2019,RTB8,0.927671947,
1323,Gut content (score):,2/8/2019,RTB8,0,
1324,Hepatosomatic index:,2/8/2019,RTB8,0.07675611,
1325,Surface necrosis (score):,2/8/2019,RTB8,0.2,
1326,Antenna:Shrimp lengths (ratio):,2/14/2019,RTB8,0.905304304,
1327,Condition Factor:,2/14/2019,RTB8,1.158562497,
1328,Gut content (score):,2/14/2019,RTB8,0.8,
1329,Hepatosomatic index:,2/14/2019,RTB8,0.059356874,
1330,Surface necrosis (score):,2/14/2019,RTB8,0.2,
1331,Antenna:Shrimp lengths (ratio):,2/21/2019,RTB8,0.502088122,
1332,Condition Factor:,2/21/2019,RTB8,0.895664906,
1333,Gut content (score):,2/21/2019,RTB8,0.6,
1334,Hepatosomatic index:,2/21/2019,RTB8,0.056851962,
1335,Surface necrosis (score):,2/21/2019,RTB8,0,
1336,Antenna:Shrimp lengths (ratio):,2/28/2019,RTB8,0.502403708,
1337,Condition Factor:,2/28/2019,RTB8,1.055747575,
1338,Gut content (score):,2/28/2019,RTB8,0,
1339,Hepatosomatic index:,2/28/2019,RTB8,0.054578295,
1340,Surface necrosis (score):,2/28/2019,RTB8,0,
1341,Antenna:Shrimp lengths (ratio):,3/7/2019,RTB8,0.580607256,
1342,Condition Factor:,3/7/2019,RTB8,0.782786732,
1343,Gut content (score):,3/7/2019,RTB8,0.2,
1344,Hepatosomatic index:,3/7/2019,RTB8,0.053049825,
1345,Surface necrosis (score):,3/7/2019,RTB8,0,
1346,Weight (g),3/7/2019,RTB8,5.326,
1347,Antenna:Shrimp lengths (ratio):,3/13/2019,RTB8,0.258734359,
1348,Condition Factor:,3/13/2019,RTB8,0.880597227,
1349,Gut content (score):,3/13/2019,RTB8,0,
1350,Hepatosomatic index:,3/13/2019,RTB8,0.048010125,
1351,Surface necrosis (score):,3/13/2019,RTB8,0.6,
1352,Antenna:Shrimp lengths (ratio):,3/21/2019,RTB8,0.244406668,
1353,Condition Factor:,3/21/2019,RTB8,0.912433146,
1354,Gut content (score):,3/21/2019,RTB8,1.4,
1355,Hepatosomatic index:,3/21/2019,RTB8,0.046037443,
1356,Surface necrosis (score):,3/21/2019,RTB8,0.6,
1357,Antenna:Shrimp lengths (ratio):,3/28/2019,RTB8,0.277198194,
1358,Condition Factor:,3/28/2019,RTB8,0.787389489,
1359,Gut content (score):,3/28/2019,RTB8,0.8,
1360,Hepatosomatic index:,3/28/2019,RTB8,0.037828373,
1361,Surface necrosis (score):,3/28/2019,RTB8,0.6,
1362,Antenna:Shrimp lengths (ratio):,9/4/2019,RTB8,0.291243374,
1363,Condition Factor:,9/4/2019,RTB8,1.121768504,
1364,Gut content (score):,9/4/2019,RTB8,1.4,
1365,Hepatosomatic index:,9/4/2019,RTB8,0.040402966,
1366,Surface necrosis (score):,9/4/2019,RTB8,0.2,
1367,Weight (g),9/4/2019,RTB8,29.722,
1368,Antenna:Shrimp lengths (ratio):,9/18/2019,RTB8,1.102728529,
1369,Condition Factor:,9/18/2019,RTB8,0.875089067,
1370,Gut content (score):,9/18/2019,RTB8,3,
1371,Hepatosomatic index:,9/18/2019,RTB8,0.059715499,
1372,Surface necrosis (score):,9/18/2019,RTB8,0,
1373,Weight (g),9/18/2019,RTB8,2.96,
1374,Antenna:Shrimp lengths (ratio):,9/25/2019,RTB8,0.986215603,
1375,Condition Factor:,9/25/2019,RTB8,0.902599815,
1376,Gut content (score):,9/25/2019,RTB8,2.4,
1377,Hepatosomatic index:,9/25/2019,RTB8,0.05849722,
1378,Surface necrosis (score):,9/25/2019,RTB8,0.2,
1379,Weight (g),9/25/2019,RTB8,4.732,
1380,Antenna:Shrimp lengths (ratio):,10/2/2019,RTB8,0.99805098,
1381,Condition Factor:,10/2/2019,RTB8,0.888930567,
1382,Gut content (score):,10/2/2019,RTB8,0.8,
1383,Hepatosomatic index:,10/2/2019,RTB8,0.04912066,
1384,Surface necrosis (score):,10/2/2019,RTB8,0.6,
1385,Weight (g),10/2/2019,RTB8,6.894,
1386,Antenna:Shrimp lengths (ratio):,10/9/2019,RTB8,0.562515902,
1387,Condition Factor:,10/9/2019,RTB8,0.954331193,
1388,Gut content (score):,10/9/2019,RTB8,1,
1389,Hepatosomatic index:,10/9/2019,RTB8,0.054974445,
1390,Surface necrosis (score):,10/9/2019,RTB8,1,
1391,Weight (g),10/9/2019,RTB8,8.6,
1392,Antenna:Shrimp lengths (ratio):,10/16/2019,RTB8,0.556053897,
1393,Condition Factor:,10/16/2019,RTB8,0.911527291,
1394,Gut content (score):,10/16/2019,RTB8,0.8,
1395,Hepatosomatic index:,10/16/2019,RTB8,0.051377665,
1396,Surface necrosis (score):,10/16/2019,RTB8,1.2,
1397,Weight (g),10/16/2019,RTB8,13.35,
1398,Antenna:Shrimp lengths (ratio):,10/23/2019,RTB8,0.469126315,
1399,Condition Factor:,10/23/2019,RTB8,0.957868108,
1400,Gut content (score):,10/23/2019,RTB8,1,
1401,Hepatosomatic index:,10/23/2019,RTB8,0.050571221,
1402,Surface necrosis (score):,10/23/2019,RTB8,0.8,
1403,Weight (g),10/23/2019,RTB8,15.548,
1404,Antenna:Shrimp lengths (ratio):,10/30/2019,RTB8,0.375238678,
1405,Condition Factor:,10/30/2019,RTB8,0.931117769,
1406,Gut content (score):,10/30/2019,RTB8,0.4,
1407,Hepatosomatic index:,10/30/2019,RTB8,0.047335967,
1408,Surface necrosis (score):,10/30/2019,RTB8,1.4,
1409,Weight (g),10/30/2019,RTB8,17.17,
1410,Antenna:Shrimp lengths (ratio):,11/6/2019,RTB8,0.27085039,
1411,Condition Factor:,11/6/2019,RTB8,0.95016672,
1412,Gut content (score):,11/6/2019,RTB8,1.6,
1413,Hepatosomatic index:,11/6/2019,RTB8,0.041408821,
1414,Surface necrosis (score):,11/6/2019,RTB8,0.6,
1415,Weight (g),11/6/2019,RTB8,18.7,
1416,Antenna:Shrimp lengths (ratio):,11/13/2019,RTB8,0.341961423,
1417,Condition Factor:,11/13/2019,RTB8,0.932503747,
1418,Gut content (score):,11/13/2019,RTB8,0.8,
1419,Hepatosomatic index:,11/13/2019,RTB8,0.050912827,
1420,Surface necrosis (score):,11/13/2019,RTB8,0.6,
1421,Weight (g),11/13/2019,RTB8,23.088,
1422,Antenna:Shrimp lengths (ratio):,11/20/2019,RTB8,0.209204506,
1423,Condition Factor:,11/20/2019,RTB8,0.948192372,
1424,Gut content (score):,11/20/2019,RTB8,1.2,
1425,Hepatosomatic index:,11/20/2019,RTB8,0.047976867,
1426,Surface necrosis (score):,11/20/2019,RTB8,1,
1427,Weight (g),11/20/2019,RTB8,24.028,
1428,Antenna:Shrimp lengths (ratio):,11/26/2019,RTB8,0.286233459,
1429,Condition Factor:,11/26/2019,RTB8,0.934964628,
1430,Gut content (score):,11/26/2019,RTB8,1.8,
1431,Hepatosomatic index:,11/26/2019,RTB8,0.045383057,
1432,Surface necrosis (score):,11/26/2019,RTB8,1.2,
1433,Weight (g),11/26/2019,RTB8,24.176,
1434,Antenna:Shrimp lengths (ratio):,1/8/2020,RTB8,1.211271475,
1435,Condition Factor:,1/8/2020,RTB8,0.840519023,
1436,Gut content (score):,1/8/2020,RTB8,1.4,
1437,Hepatosomatic index:,1/8/2020,RTB8,0.063583022,
1438,Surface necrosis (score):,1/8/2020,RTB8,0.6,
1439,Weight (g),1/8/2020,RTB8,1.836,
1440,Antenna:Shrimp lengths (ratio):,1/15/2020,RTB8,1.282315757,
1441,Condition Factor:,1/15/2020,RTB8,0.869304162,
1442,Gut content (score):,1/15/2020,RTB8,0.2,
1443,Hepatosomatic index:,1/15/2020,RTB8,0.068042573,
1444,Surface necrosis (score):,1/15/2020,RTB8,0.4,
1445,Weight (g),1/15/2020,RTB8,4.508,
1446,Antenna:Shrimp lengths (ratio):,1/22/2020,RTB8,1.427590585,
1447,Condition Factor:,1/22/2020,RTB8,0.950428911,
1448,Gut content (score):,1/22/2020,RTB8,0.8,
1449,Hepatosomatic index:,1/22/2020,RTB8,0.063978801,
1450,Surface necrosis (score):,1/22/2020,RTB8,1,
1451,Weight (g),1/22/2020,RTB8,5.034,
1452,Antenna:Shrimp lengths (ratio):,1/29/2020,RTB8,0.758378676,
1453,Condition Factor:,1/29/2020,RTB8,0.969774322,
1454,Gut content (score):,1/29/2020,RTB8,0,
1455,Hepatosomatic index:,1/29/2020,RTB8,0.058911,
1456,Surface necrosis (score):,1/29/2020,RTB8,0.8,
1457,Weight (g),1/29/2020,RTB8,7.712,
1458,Antenna:Shrimp lengths (ratio):,2/5/2020,RTB8,0.568346943,
1459,Condition Factor:,2/5/2020,RTB8,0.875206602,
1460,Gut content (score):,2/5/2020,RTB8,0.8,
1461,Hepatosomatic index:,2/5/2020,RTB8,0.043971478,
1462,Surface necrosis (score):,2/5/2020,RTB8,0.6,
1463,Weight (g),2/5/2020,RTB8,12.982,
1464,Antenna:Shrimp lengths (ratio):,2/19/2020,RTB8,1.363737151,
1465,Condition Factor:,2/19/2020,RTB8,0.848444104,
1466,Gut content (score):,2/19/2020,RTB8,2.4,
1467,Hepatosomatic index:,2/19/2020,RTB8,0.065856108,
1468,Surface necrosis (score):,2/19/2020,RTB8,0.2,
1469,Weight (g),2/19/2020,RTB8,1.68,
1470,Antenna:Shrimp lengths (ratio):,2/26/2020,RTB8,1.43241584,
1471,Condition Factor:,2/26/2020,RTB8,0.959143942,
1472,Gut content (score):,2/26/2020,RTB8,2.4,
1473,Hepatosomatic index:,2/26/2020,RTB8,0.060063636,
1474,Surface necrosis (score):,2/26/2020,RTB8,0.6,
1475,Weight (g),2/26/2020,RTB8,4.03,
1476,Antenna:Shrimp lengths (ratio):,3/4/2020,RTB8,0.784187179,
1477,Condition Factor:,3/4/2020,RTB8,0.973445056,
1478,Gut content (score):,3/4/2020,RTB8,1.8,
1479,Hepatosomatic index:,3/4/2020,RTB8,0.055016107,
1480,Surface necrosis (score):,3/4/2020,RTB8,1,
1481,Weight (g),3/4/2020,RTB8,5.988,
1482,Antenna:Shrimp lengths (ratio):,3/11/2020,RTB8,0.919460973,
1483,Condition Factor:,3/11/2020,RTB8,0.854292786,
1484,Gut content (score):,3/11/2020,RTB8,0.6,
1485,Hepatosomatic index:,3/11/2020,RTB8,0.056488375,
1486,Surface necrosis (score):,3/11/2020,RTB8,0.4,
1487,Weight (g),3/11/2020,RTB8,9.404,
1488,Antenna:Shrimp lengths (ratio):,3/16/2020,RTB8,0.652214087,
1489,Condition Factor:,3/16/2020,RTB8,1.070928136,
1490,Gut content (score):,3/16/2020,RTB8,0,
1491,Hepatosomatic index:,3/16/2020,RTB8,0.034593121,
1492,Surface necrosis (score):,3/16/2020,RTB8,1,
1493,Weight (g),3/16/2020,RTB8,11.61666667,
1494,Antenna:Shrimp lengths (ratio):,3/18/2020,RTB8,0.468596613,
1495,Condition Factor:,3/18/2020,RTB8,0.808164967,
1496,Gut content (score):,3/18/2020,RTB8,1.2,
1497,Hepatosomatic index:,3/18/2020,RTB8,0.045835448,
1498,Surface necrosis (score):,3/18/2020,RTB8,0.8,
1499,Weight (g),3/18/2020,RTB8,10.82,
1500,Antenna:Shrimp lengths (ratio):,3/25/2020,RTB8,0.815358869,
1501,Condition Factor:,3/25/2020,RTB8,0.944541255,
1502,Gut content (score):,3/25/2020,RTB8,1.8,
1503,Hepatosomatic index:,3/25/2020,RTB8,0.042321886,
1504,Surface necrosis (score):,3/25/2020,RTB8,1,
1505,Weight (g),3/25/2020,RTB8,12.422,
1506,Antenna:Shrimp lengths (ratio):,1/5/2018,ST1,1.112337662,
1507,Condition Factor:,1/5/2018,ST1,0.987642528,
1508,Gut content (score):,1/5/2018,ST1,0,
1509,Hepatosomatic index:,1/5/2018,ST1,0.057236639,
1510,Surface necrosis (score):,1/5/2018,ST1,0,
1511,Surface necrosis (score):,2/22/2018,ST1,0,
1512,Gut content (score):,3/1/2018,ST1,0.6,
1513,Surface necrosis (score):,3/1/2018,ST1,0.2,
1514,Gut content (score):,4/18/2018,ST1,3,
1515,Surface necrosis (score):,4/18/2018,ST1,0,
1516,Gut content (score):,4/25/2018,ST1,1,
1517,Surface necrosis (score):,4/25/2018,ST1,0.2,
1518,Antenna:Shrimp lengths (ratio):,5/3/2018,ST1,1.709951389,
1519,Condition Factor:,5/3/2018,ST1,1.324271936,
1520,Gut content (score):,5/3/2018,ST1,1.2,
1521,Hepatosomatic index:,5/3/2018,ST1,0.050797639,
1522,Surface necrosis (score):,5/3/2018,ST1,0.2,
1523,Antenna:Shrimp lengths (ratio):,5/10/2018,ST1,1.621875176,
1524,Condition Factor:,5/10/2018,ST1,1.224253092,
1525,Gut content (score):,5/10/2018,ST1,0,
1526,Hepatosomatic index:,5/10/2018,ST1,0.051660354,
1527,Surface necrosis (score):,5/10/2018,ST1,0,
1528,Gut content (score):,6/6/2018,ST1,2.2,
1529,Gut content (score):,6/14/2018,ST1,2.2,
1530,Gut content (score):,6/21/2018,ST1,0.6,
1531,Gut content (score):,7/19/2018,ST1,3.6,
1532,Gut content (score):,8/1/2018,ST1,0.6,
1533,Antenna:Shrimp lengths (ratio):,8/8/2018,ST1,1.17460488,
1534,Condition Factor:,8/8/2018,ST1,1.563624088,
1535,Gut content (score):,8/8/2018,ST1,0.4,
1536,Hepatosomatic index:,8/8/2018,ST1,0.053726025,
1537,Surface necrosis (score):,8/8/2018,ST1,0,
1538,Antenna:Shrimp lengths (ratio):,8/15/2018,ST1,1.228158753,
1539,Condition Factor:,8/15/2018,ST1,1.089483271,
1540,Gut content (score):,8/15/2018,ST1,1.2,
1541,Hepatosomatic index:,8/15/2018,ST1,0.05174937,
1542,Surface necrosis (score):,8/15/2018,ST1,0,
1543,Antenna:Shrimp lengths (ratio):,8/22/2018,ST1,0.672560217,
1544,Condition Factor:,8/22/2018,ST1,1.209616716,
1545,Gut content (score):,8/22/2018,ST1,1.8,
1546,Hepatosomatic index:,8/22/2018,ST1,0.061847626,
1547,Surface necrosis (score):,8/22/2018,ST1,0,
1548,Antenna:Shrimp lengths (ratio):,8/29/2018,ST1,0.614966852,
1549,Condition Factor:,8/29/2018,ST1,1.071821001,
1550,Gut content (score):,8/29/2018,ST1,1.4,
1551,Hepatosomatic index:,8/29/2018,ST1,0.05607514,
1552,Surface necrosis (score):,8/29/2018,ST1,0.2,
1553,Antenna:Shrimp lengths (ratio):,11/6/2018,ST1,0.87857007,
1554,Condition Factor:,11/6/2018,ST1,1.083000156,
1555,Gut content (score):,11/6/2018,ST1,2.4,
1556,Hepatosomatic index:,11/6/2018,ST1,0.063870146,
1557,Surface necrosis (score):,11/6/2018,ST1,0,
1558,Antenna:Shrimp lengths (ratio):,11/13/2018,ST1,0.796975731,
1559,Condition Factor:,11/13/2018,ST1,1.21942699,
1560,Gut content (score):,11/13/2018,ST1,2.6,
1561,Hepatosomatic index:,11/13/2018,ST1,0.058495939,
1562,Surface necrosis (score):,11/13/2018,ST1,0.4,
1563,Antenna:Shrimp lengths (ratio):,11/20/2018,ST1,0.415131309,
1564,Condition Factor:,11/20/2018,ST1,1.08616098,
1565,Gut content (score):,11/20/2018,ST1,2.4,
1566,Hepatosomatic index:,11/20/2018,ST1,0.05604422,
1567,Surface necrosis (score):,11/20/2018,ST1,0.6,
1568,Antenna:Shrimp lengths (ratio):,11/27/2018,ST1,0.473539615,
1569,Condition Factor:,11/27/2018,ST1,1.072778595,
1570,Gut content (score):,11/27/2018,ST1,1,
1571,Hepatosomatic index:,11/27/2018,ST1,0.053322537,
1572,Surface necrosis (score):,11/27/2018,ST1,0.8,
1573,Gut content (score):,12/26/2018,ST1,0.4,
1574,Gut content (score):,1/2/2019,ST1,2,
1575,Gut content (score):,1/8/2019,ST1,0.2,
1576,Gut content (score):,1/15/2019,ST1,0.6,
1577,Gut content (score):,1/22/2019,ST1,0.2,
1578,Antenna:Shrimp lengths (ratio):,1/29/2019,ST1,1.037086183,
1579,Condition Factor:,1/29/2019,ST1,1.13872586,
1580,Gut content (score):,1/29/2019,ST1,1.6,
1581,Hepatosomatic index:,1/29/2019,ST1,0.067974784,
1582,Surface necrosis (score):,1/29/2019,ST1,0.2,
1583,Antenna:Shrimp lengths (ratio):,2/5/2019,ST1,1.206747527,
1584,Condition Factor:,2/5/2019,ST1,1.427078881,
1585,Gut content (score):,2/5/2019,ST1,2.6,
1586,Hepatosomatic index:,2/5/2019,ST1,0.058042117,
1587,Surface necrosis (score):,2/5/2019,ST1,0.2,
1588,Antenna:Shrimp lengths (ratio):,2/12/2019,ST1,0.462531827,
1589,Condition Factor:,2/12/2019,ST1,1.217423326,
1590,Gut content (score):,2/12/2019,ST1,1.2,
1591,Hepatosomatic index:,2/12/2019,ST1,0.054076761,
1592,Surface necrosis (score):,2/12/2019,ST1,0.2,
1593,Antenna:Shrimp lengths (ratio):,2/19/2019,ST1,0.385963022,
1594,Condition Factor:,2/19/2019,ST1,0.881720881,
1595,Gut content (score):,2/19/2019,ST1,2.4,
1596,Hepatosomatic index:,2/19/2019,ST1,0.06029472,
1597,Surface necrosis (score):,2/19/2019,ST1,0.8,
1598,Gut content (score):,3/12/2019,ST1,2.8,
1599,Gut content (score):,3/19/2019,ST1,1.6,
1600,Gut content (score):,3/26/2019,ST1,2.2,
1601,Antenna:Shrimp lengths (ratio):,5/7/2019,ST1,0.227507718,
1602,Condition Factor:,5/7/2019,ST1,0.965428037,
1603,Gut content (score):,5/7/2019,ST1,3,
1604,Hepatosomatic index:,5/7/2019,ST1,0.050050049,
1605,Surface necrosis (score):,5/7/2019,ST1,1.6,
1606,Weight (g),5/7/2019,ST1,10.052,
1607,Antenna:Shrimp lengths (ratio):,5/14/2019,ST1,0.269930325,
1608,Condition Factor:,5/14/2019,ST1,0.863813827,
1609,Gut content (score):,5/14/2019,ST1,1.6,
1610,Hepatosomatic index:,5/14/2019,ST1,0.048857635,
1611,Surface necrosis (score):,5/14/2019,ST1,0.6,
1612,Weight (g),5/14/2019,ST1,11.57,
1613,Gut content (score):,9/3/2019,ST1,2.8,
1614,Surface necrosis (score):,9/3/2019,ST1,0.2,
1615,Antenna:Shrimp lengths (ratio):,10/1/2019,ST1,0.748231624,
1616,Condition Factor:,10/1/2019,ST1,1.087056953,
1617,Gut content (score):,10/1/2019,ST1,0.8,
1618,Hepatosomatic index:,10/1/2019,ST1,0.072801924,
1619,Surface necrosis (score):,10/1/2019,ST1,0,
1620,Weight (g),10/1/2019,ST1,2.422,
1621,Antenna:Shrimp lengths (ratio):,10/8/2019,ST1,1.110581792,
1622,Condition Factor:,10/8/2019,ST1,0.870265987,
1623,Gut content (score):,10/8/2019,ST1,1.6,
1624,Hepatosomatic index:,10/8/2019,ST1,0.067174011,
1625,Surface necrosis (score):,10/8/2019,ST1,0.2,
1626,Weight (g),10/8/2019,ST1,3.874,
1627,Antenna:Shrimp lengths (ratio):,10/15/2019,ST1,0.819149032,
1628,Condition Factor:,10/15/2019,ST1,0.880851575,
1629,Gut content (score):,10/15/2019,ST1,2.4,
1630,Hepatosomatic index:,10/15/2019,ST1,0.059197547,
1631,Surface necrosis (score):,10/15/2019,ST1,0.4,
1632,Weight (g),10/15/2019,ST1,5.966,
1633,Antenna:Shrimp lengths (ratio):,1/3/2020,ST1,1.059944964,
1634,Condition Factor:,1/3/2020,ST1,0.915117308,
1635,Gut content (score):,1/3/2020,ST1,0.6,
1636,Hepatosomatic index:,1/3/2020,ST1,0.063777247,
1637,Surface necrosis (score):,1/3/2020,ST1,1.6,
1638,Weight (g),1/3/2020,ST1,4.438,
1639,Antenna:Shrimp lengths (ratio):,1/7/2020,ST1,0.692352984,
1640,Condition Factor:,1/7/2020,ST1,0.834832333,
1641,Gut content (score):,1/7/2020,ST1,1.8,
1642,Hepatosomatic index:,1/7/2020,ST1,0.056488775,
1643,Surface necrosis (score):,1/7/2020,ST1,0.6,
1644,Weight (g),1/7/2020,ST1,5.746,
1645,Antenna:Shrimp lengths (ratio):,1/14/2020,ST1,0.617856783,
1646,Condition Factor:,1/14/2020,ST1,0.892337473,
1647,Gut content (score):,1/14/2020,ST1,0.8,
1648,Hepatosomatic index:,1/14/2020,ST1,0.04889436,
1649,Surface necrosis (score):,1/14/2020,ST1,0.6,
1650,Weight (g),1/14/2020,ST1,5.114,
1651,Antenna:Shrimp lengths (ratio):,1/21/2020,ST1,0.547604625,
1652,Condition Factor:,1/21/2020,ST1,0.87803553,
1653,Gut content (score):,1/21/2020,ST1,0.8,
1654,Hepatosomatic index:,1/21/2020,ST1,0.051918036,
1655,Surface necrosis (score):,1/21/2020,ST1,0.6,
1656,Weight (g),1/21/2020,ST1,8.032,
1657,Antenna:Shrimp lengths (ratio):,1/28/2020,ST1,0.473711853,
1658,Condition Factor:,1/28/2020,ST1,0.870702682,
1659,Gut content (score):,1/28/2020,ST1,1.8,
1660,Hepatosomatic index:,1/28/2020,ST1,0.048577352,
1661,Surface necrosis (score):,1/28/2020,ST1,0.6,
1662,Weight (g),1/28/2020,ST1,8.314,
1663,Gut content (score):,3/31/2020,ST1,1.8,
1664,Antenna:Shrimp lengths (ratio):,1/5/2018,ST2,0.833438375,
1665,Condition Factor:,1/5/2018,ST2,0.996714935,
1666,Gut content (score):,1/5/2018,ST2,0,
1667,Hepatosomatic index:,1/5/2018,ST2,0.05238352,
1668,Surface necrosis (score):,1/5/2018,ST2,0,
1669,Gut content (score):,3/1/2018,ST2,2,
1670,Surface necrosis (score):,3/1/2018,ST2,0,
1671,Gut content (score):,4/18/2018,ST2,3.6,
1672,Surface necrosis (score):,4/18/2018,ST2,0,
1673,Gut content (score):,4/25/2018,ST2,3.6,
1674,Surface necrosis (score):,4/25/2018,ST2,0,
1675,Antenna:Shrimp lengths (ratio):,5/3/2018,ST2,1.170150811,
1676,Condition Factor:,5/3/2018,ST2,1.333429554,
1677,Gut content (score):,5/3/2018,ST2,0.6,
1678,Hepatosomatic index:,5/3/2018,ST2,0.063795062,
1679,Surface necrosis (score):,5/3/2018,ST2,0,
1680,Antenna:Shrimp lengths (ratio):,5/10/2018,ST2,0.667063313,
1681,Condition Factor:,5/10/2018,ST2,1.253551125,
1682,Gut content (score):,5/10/2018,ST2,0,
1683,Hepatosomatic index:,5/10/2018,ST2,0.05305404,
1684,Surface necrosis (score):,5/10/2018,ST2,0,
1685,Gut content (score):,6/14/2018,ST2,1.8,
1686,Gut content (score):,6/21/2018,ST2,1.8,
1687,Gut content (score):,7/19/2018,ST2,3,
1688,Gut content (score):,7/27/2018,ST2,2.2,
1689,Gut content (score):,8/1/2018,ST2,1.4,
1690,Antenna:Shrimp lengths (ratio):,8/8/2018,ST2,1.402977234,
1691,Condition Factor:,8/8/2018,ST2,1.827362101,
1692,Gut content (score):,8/8/2018,ST2,0.4,
1693,Hepatosomatic index:,8/8/2018,ST2,0.056784384,
1694,Surface necrosis (score):,8/8/2018,ST2,0,
1695,Antenna:Shrimp lengths (ratio):,8/15/2018,ST2,1.153811778,
1696,Condition Factor:,8/15/2018,ST2,1.038419036,
1697,Gut content (score):,8/15/2018,ST2,0.6,
1698,Hepatosomatic index:,8/15/2018,ST2,0.051001017,
1699,Surface necrosis (score):,8/15/2018,ST2,0,
1700,Antenna:Shrimp lengths (ratio):,8/22/2018,ST2,0.668618194,
1701,Condition Factor:,8/22/2018,ST2,1.259740331,
1702,Gut content (score):,8/22/2018,ST2,0.6,
1703,Hepatosomatic index:,8/22/2018,ST2,0.058754568,
1704,Surface necrosis (score):,8/22/2018,ST2,0.6,
1705,Antenna:Shrimp lengths (ratio):,8/29/2018,ST2,0.733670713,
1706,Condition Factor:,8/29/2018,ST2,1.09846578,
1707,Gut content (score):,8/29/2018,ST2,1.2,
1708,Hepatosomatic index:,8/29/2018,ST2,0.057393198,
1709,Surface necrosis (score):,8/29/2018,ST2,0,
